version,id,step,world_index,phase,N,history_length,known_count,rejected
v1,248,7,0,middle,16,126,10,1
v1,248,7,1,middle,16,126,10,0
v2,248,7,0,middle,16,126,10,0
v2,248,7,1,middle,16,126,10,0
v1,846,15,0,middle,14,255,12,0
v1,846,15,1,middle,14,255,12,0
v2,846,15,0,middle,14,255,12,0
v2,846,15,1,middle,14,255,12,0
v1,418,12,0,middle,16,182,12,0
v1,418,12,1,middle,16,182,12,0
v2,418,12,0,middle,16,182,12,0
v2,418,12,1,middle,16,182,12,0
v1,350,6,0,middle,16,107,12,1
v1,350,6,1,middle,16,107,12,0
v2,350,6,0,middle,16,107,12,0
v2,350,6,1,middle,16,107,12,0
v1,543,13,0,middle,11,231,8,0
v1,543,13,1,middle,11,231,8,0
v2,543,13,0,middle,11,231,8,0
v2,543,13,1,middle,11,231,8,0
v1,203,11,0,middle,16,202,14,0
v1,203,11,1,middle,16,202,14,0
v2,203,11,0,middle,16,202,14,0
v2,203,11,1,middle,16,202,14,0
v1,383,8,0,middle,16,146,13,0
v1,383,8,1,middle,16,146,13,0
v2,383,8,0,middle,16,146,13,0
v2,383,8,1,middle,16,146,13,0
v1,188,15,0,middle,16,227,14,0
v1,188,15,1,middle,16,227,14,0
v2,188,15,0,middle,16,227,14,0
v2,188,15,1,middle,16,227,14,0
v1,941,10,0,middle,13,165,9,0
v1,941,10,1,middle,13,165,9,0
v2,941,10,0,middle,13,165,9,0
v2,941,10,1,middle,13,165,9,0
v1,584,14,0,middle,10,206,10,0
v1,584,14,1,middle,10,206,10,0
v2,584,14,0,middle,10,206,10,0
v2,584,14,1,middle,10,206,10,0
v1,672,14,0,middle,14,204,14,0
v1,672,14,1,middle,14,204,14,0
v2,672,14,0,middle,14,204,14,0
v2,672,14,1,middle,14,204,14,0
v1,57,10,0,middle,16,161,13,1
v1,57,10,1,middle,16,161,13,0
v2,57,10,0,middle,16,161,13,0
v2,57,10,1,middle,16,161,13,0
v1,787,15,0,middle,15,214,14,0
v1,787,15,1,middle,15,214,14,0
v2,787,15,0,middle,15,214,14,0
v2,787,15,1,middle,15,214,14,0
v1,1011,14,0,middle,11,219,11,0
v1,1011,14,1,middle,11,219,11,0
v2,1011,14,0,middle,11,219,11,0
v2,1011,14,1,middle,11,219,11,0
v1,350,8,0,middle,16,129,12,0
v1,350,8,1,middle,16,129,12,0
v2,350,8,0,middle,16,129,12,0
v2,350,8,1,middle,16,129,12,0
v1,981,16,0,middle,11,269,8,0
v1,981,16,1,middle,11,269,8,0
v2,981,16,0,middle,11,269,8,0
v2,981,16,1,middle,11,269,8,0
v1,654,12,0,middle,14,159,14,0
v1,654,12,1,middle,14,159,14,1
v2,654,12,0,middle,14,159,14,0
v2,654,12,1,middle,14,159,14,0
v1,895,11,0,middle,15,179,15,1
v1,895,11,1,middle,15,179,15,0
v2,895,11,0,middle,15,179,15,0
v2,895,11,1,middle,15,179,15,0
v1,234,6,0,middle,16,117,9,0
v1,234,6,1,middle,16,117,9,0
v2,234,6,0,middle,16,117,9,0
v2,234,6,1,middle,16,117,9,0
v1,1023,13,0,middle,11,235,10,0
v1,1023,13,1,middle,11,235,10,0
v2,1023,13,0,middle,11,235,10,0
v2,1023,13,1,middle,11,235,10,0
v1,26,9,0,middle,16,169,14,0
v1,26,9,1,middle,16,169,14,0
v2,26,9,0,middle,16,169,14,0
v2,26,9,1,middle,16,169,14,0
v1,213,9,0,middle,16,161,7,0
v1,213,9,1,middle,16,161,7,0
v2,213,9,0,middle,16,161,7,0
v2,213,9,1,middle,16,161,7,0
v1,771,13,0,middle,11,248,8,1
v1,771,13,1,middle,11,248,8,1
v2,771,13,0,middle,11,248,8,0
v2,771,13,1,middle,11,248,8,0
v1,612,12,0,middle,14,210,8,0
v1,612,12,1,middle,14,210,8,0
v2,612,12,0,middle,14,210,8,0
v2,612,12,1,middle,14,210,8,0
v1,155,8,0,middle,16,123,12,0
v1,155,8,1,middle,16,123,12,0
v2,155,8,0,middle,16,123,12,0
v2,155,8,1,middle,16,123,12,0
v1,390,7,0,middle,16,120,10,1
v1,390,7,1,middle,16,120,10,0
v2,390,7,0,middle,16,120,10,0
v2,390,7,1,middle,16,120,10,0
v1,683,16,0,middle,13,243,12,0
v1,683,16,1,middle,13,243,12,0
v2,683,16,0,middle,13,243,12,0
v2,683,16,1,middle,13,243,12,0
v1,991,12,0,middle,15,192,13,0
v1,991,12,1,middle,15,192,13,0
v2,991,12,0,middle,15,192,13,0
v2,991,12,1,middle,15,192,13,0
v1,446,6,0,middle,16,109,13,0
v1,446,6,1,middle,16,109,13,0
v2,446,6,0,middle,16,109,13,0
v2,446,6,1,middle,16,109,13,0
v1,234,7,0,middle,16,136,10,0
v1,234,7,1,middle,16,136,10,0
v2,234,7,0,middle,16,136,10,0
v2,234,7,1,middle,16,136,10,0
v1,928,14,0,middle,12,217,11,0
v1,928,14,1,middle,12,217,11,0
v2,928,14,0,middle,12,217,11,0
v2,928,14,1,middle,12,217,11,0
v1,803,9,0,middle,13,161,10,0
v1,803,9,1,middle,13,161,10,0
v2,803,9,0,middle,13,161,10,0
v2,803,9,1,middle,13,161,10,0
v1,284,9,0,middle,16,153,11,0
v1,284,9,1,middle,16,153,11,0
v2,284,9,0,middle,16,153,11,0
v2,284,9,1,middle,16,153,11,0
v1,334,6,0,middle,16,114,10,0
v1,334,6,1,middle,16,114,10,0
v2,334,6,0,middle,16,114,10,0
v2,334,6,1,middle,16,114,10,0
v1,912,13,0,middle,14,200,11,0
v1,912,13,1,middle,14,200,11,0
v2,912,13,0,middle,14,200,11,0
v2,912,13,1,middle,14,200,11,0
v1,520,12,0,middle,12,191,11,0
v1,520,12,1,middle,12,191,11,0
v2,520,12,0,middle,12,191,11,0
v2,520,12,1,middle,12,191,11,0
v1,592,9,0,middle,12,142,10,0
v1,592,9,1,middle,12,142,10,0
v2,592,9,0,middle,12,142,10,0
v2,592,9,1,middle,12,142,10,0
v1,970,12,0,middle,12,211,11,0
v1,970,12,1,middle,12,211,11,0
v2,970,12,0,middle,12,211,11,0
v2,970,12,1,middle,12,211,11,0
v1,303,12,0,middle,16,172,13,0
v1,303,12,1,middle,16,172,13,0
v2,303,12,0,middle,16,172,13,0
v2,303,12,1,middle,16,172,13,0
v1,581,15,0,middle,13,269,10,0
v1,581,15,1,middle,13,269,10,0
v2,581,15,0,middle,13,269,10,0
v2,581,15,1,middle,13,269,10,0
v1,829,10,0,middle,15,167,11,0
v1,829,10,1,middle,15,167,11,0
v2,829,10,0,middle,15,167,11,0
v2,829,10,1,middle,15,167,11,0
v1,440,9,0,middle,16,166,7,1
v1,440,9,1,middle,16,166,7,0
v2,440,9,0,middle,16,166,7,0
v2,440,9,1,middle,16,166,7,0
v1,265,7,0,middle,16,134,9,0
v1,265,7,1,middle,16,134,9,0
v2,265,7,0,middle,16,134,9,0
v2,265,7,1,middle,16,134,9,0
v1,431,9,0,middle,16,152,15,0
v1,431,9,1,middle,16,152,15,0
v2,431,9,0,middle,16,152,15,0
v2,431,9,1,middle,16,152,15,0
v1,793,11,0,middle,15,181,11,0
v1,793,11,1,middle,15,181,11,1
v2,793,11,0,middle,15,181,11,0
v2,793,11,1,middle,15,181,11,0
v1,567,15,0,middle,11,228,10,0
v1,567,15,1,middle,11,228,10,0
v2,567,15,0,middle,11,228,10,0
v2,567,15,1,middle,11,228,10,0
v1,607,13,0,middle,15,192,11,0
v1,607,13,1,middle,15,192,11,0
v2,607,13,0,middle,15,192,11,0
v2,607,13,1,middle,15,192,11,0
v1,36,10,0,middle,16,172,13,0
v1,36,10,1,middle,16,172,13,0
v2,36,10,0,middle,16,172,13,0
v2,36,10,1,middle,16,172,13,0
v1,779,11,0,middle,13,201,8,0
v1,779,11,1,middle,13,201,8,0
v2,779,11,0,middle,13,201,8,0
v2,779,11,1,middle,13,201,8,0
v1,250,12,0,middle,16,185,14,0
v1,250,12,1,middle,16,185,14,0
v2,250,12,0,middle,16,185,14,0
v2,250,12,1,middle,16,185,14,0
v1,854,15,0,middle,10,268,8,0
v1,854,15,1,middle,10,268,8,0
v2,854,15,0,middle,10,268,8,0
v2,854,15,1,middle,10,268,8,0
v1,141,10,0,middle,16,162,14,0
v1,141,10,1,middle,16,162,14,0
v2,141,10,0,middle,16,162,14,0
v2,141,10,1,middle,16,162,14,0
v1,989,9,0,middle,13,166,11,0
v1,989,9,1,middle,13,166,11,0
v2,989,9,0,middle,13,166,11,0
v2,989,9,1,middle,13,166,11,0
v1,221,5,0,middle,16,95,14,0
v1,221,5,1,middle,16,95,14,0
v2,221,5,0,middle,16,95,14,0
v2,221,5,1,middle,16,95,14,0
v1,813,10,0,middle,11,183,8,0
v1,813,10,1,middle,11,183,8,0
v2,813,10,0,middle,11,183,8,0
v2,813,10,1,middle,11,183,8,0
v1,800,9,0,middle,10,163,6,0
v1,800,9,1,middle,10,163,6,0
v2,800,9,0,middle,10,163,6,0
v2,800,9,1,middle,10,163,6,0
v1,290,8,0,middle,16,145,11,0
v1,290,8,1,middle,16,145,11,0
v2,290,8,0,middle,16,145,11,0
v2,290,8,1,middle,16,145,11,0
v1,751,9,0,middle,15,177,11,0
v1,751,9,1,middle,15,177,11,0
v2,751,9,0,middle,15,177,11,0
v2,751,9,1,middle,15,177,11,0
v1,273,19,0,late,16,236,15,1
v1,273,19,1,late,16,236,15,0
v2,273,19,0,late,16,236,15,0
v2,273,19,1,late,16,236,15,0
v1,153,16,0,late,16,228,15,0
v1,153,16,1,late,16,228,15,0
v2,153,16,0,late,16,228,15,0
v2,153,16,1,late,16,228,15,0
v1,221,7,0,late,16,126,14,0
v1,221,7,1,late,16,126,14,0
v2,221,7,0,late,16,126,14,0
v2,221,7,1,late,16,126,14,0
v1,305,20,0,late,16,212,15,1
v1,305,20,1,late,16,212,15,0
v2,305,20,0,late,16,212,15,0
v2,305,20,1,late,16,212,15,0
v1,409,13,0,late,16,199,14,0
v1,409,13,1,late,16,199,14,0
v2,409,13,0,late,16,199,14,0
v2,409,13,1,late,16,199,14,0
v1,395,17,0,late,16,194,15,0
v1,395,17,1,late,16,194,15,0
v2,395,17,0,late,16,194,15,0
v2,395,17,1,late,16,194,15,0
v1,559,22,0,late,15,330,14,0
v1,559,22,1,late,15,330,14,0
v2,559,22,0,late,15,330,14,0
v2,559,22,1,late,15,330,14,0
v1,283,17,0,late,16,252,14,0
v1,283,17,1,late,16,252,14,0
v2,283,17,0,late,16,252,14,0
v2,283,17,1,late,16,252,14,0
v1,969,23,0,late,11,344,11,0
v1,969,23,1,late,11,344,11,0
v2,969,23,0,late,11,344,11,0
v2,969,23,1,late,11,344,11,0
v1,827,23,0,late,13,282,13,1
v1,827,23,1,late,13,282,13,0
v2,827,23,0,late,13,282,13,0
v2,827,23,1,late,13,282,13,0
v1,337,17,0,late,16,223,14,0
v1,337,17,1,late,16,223,14,0
v2,337,17,0,late,16,223,14,0
v2,337,17,1,late,16,223,14,0
v1,816,19,0,late,14,262,14,1
v1,816,19,1,late,14,262,14,1
v2,816,19,0,late,14,262,14,0
v2,816,19,1,late,14,262,14,0
v1,830,22,0,late,10,374,9,1
v1,830,22,1,late,10,374,9,0
v2,830,22,0,late,10,374,9,0
v2,830,22,1,late,10,374,9,0
v1,723,23,0,late,11,301,11,0
v1,723,23,1,late,11,301,11,0
v2,723,23,0,late,11,301,11,0
v2,723,23,1,late,11,301,11,0
v1,67,10,0,late,16,175,11,0
v1,67,10,1,late,16,175,11,0
v2,67,10,0,late,16,175,11,0
v2,67,10,1,late,16,175,11,0
v1,791,23,0,late,13,349,13,0
v1,791,23,1,late,13,349,13,0
v2,791,23,0,late,13,349,13,0
v2,791,23,1,late,13,349,13,0
v1,938,23,0,late,10,371,10,0
v1,938,23,1,late,10,371,10,0
v2,938,23,0,late,10,371,10,0
v2,938,23,1,late,10,371,10,0
v1,522,19,0,late,14,293,12,0
v1,522,19,1,late,14,293,12,0
v2,522,19,0,late,14,293,12,0
v2,522,19,1,late,14,293,12,0
v1,687,23,0,late,11,312,11,0
v1,687,23,1,late,11,312,11,0
v2,687,23,0,late,11,312,11,0
v2,687,23,1,late,11,312,11,0
v1,684,19,0,late,14,296,14,0
v1,684,19,1,late,14,296,14,0
v2,684,19,0,late,14,296,14,0
v2,684,19,1,late,14,296,14,0
v1,888,19,0,late,14,285,14,0
v1,888,19,1,late,14,285,14,1
v2,888,19,0,late,14,285,14,0
v2,888,19,1,late,14,285,14,0
v1,609,18,0,late,11,271,10,0
v1,609,18,1,late,11,271,10,1
v2,609,18,0,late,11,271,10,0
v2,609,18,1,late,11,271,10,0
v1,767,22,0,late,13,327,13,0
v1,767,22,1,late,13,327,13,0
v2,767,22,0,late,13,327,13,0
v2,767,22,1,late,13,327,13,0
v1,176,12,0,late,16,188,14,0
v1,176,12,1,late,16,188,14,0
v2,176,12,0,late,16,188,14,0
v2,176,12,1,late,16,188,14,0
v1,697,22,0,late,15,318,14,0
v1,697,22,1,late,15,318,14,0
v2,697,22,0,late,15,318,14,0
v2,697,22,1,late,15,318,14,0
v1,20,13,0,late,16,203,15,0
v1,20,13,1,late,16,203,15,0
v2,20,13,0,late,16,203,15,0
v2,20,13,1,late,16,203,15,0
v1,590,24,0,late,10,371,10,0
v1,590,24,1,late,10,371,10,0
v2,590,24,0,late,10,371,10,0
v2,590,24,1,late,10,371,10,0
v1,874,18,0,late,12,279,11,0
v1,874,18,1,late,12,279,11,0
v2,874,18,0,late,12,279,11,0
v2,874,18,1,late,12,279,11,0
v1,715,23,0,late,15,300,15,1
v1,715,23,1,late,15,300,15,0
v2,715,23,0,late,15,300,15,0
v2,715,23,1,late,15,300,15,0
v1,712,17,0,late,12,263,9,0
v1,712,17,1,late,12,263,9,0
v2,712,17,0,late,12,263,9,0
v2,712,17,1,late,12,263,9,0
v1,792,23,0,late,14,290,14,0
v1,792,23,1,late,14,290,14,1
v2,792,23,0,late,14,290,14,0
v2,792,23,1,late,14,290,14,0
v1,939,20,0,late,11,273,11,0
v1,939,20,1,late,11,273,11,0
v2,939,20,0,late,11,273,11,0
v2,939,20,1,late,11,273,11,0
v1,493,15,0,late,16,247,12,0
v1,493,15,1,late,16,247,12,0
v2,493,15,0,late,16,247,12,0
v2,493,15,1,late,16,247,12,0
v1,901,18,0,late,15,256,15,0
v1,901,18,1,late,15,256,15,0
v2,901,18,0,late,15,256,15,0
v2,901,18,1,late,15,256,15,0
v1,556,23,0,late,12,342,12,0
v1,556,23,1,late,12,342,12,0
v2,556,23,0,late,12,342,12,0
v2,556,23,1,late,12,342,12,0
v1,963,20,0,late,11,317,11,0
v1,963,20,1,late,11,317,11,1
v2,963,20,0,late,11,317,11,0
v2,963,20,1,late,11,317,11,0
v1,46,12,0,late,16,167,15,0
v1,46,12,1,late,16,167,15,1
v2,46,12,0,late,16,167,15,0
v2,46,12,1,late,16,167,15,0
v1,589,23,0,late,15,331,15,0
v1,589,23,1,late,15,331,15,0
v2,589,23,0,late,15,331,15,0
v2,589,23,1,late,15,331,15,0
v1,162,14,0,late,16,224,14,0
v1,162,14,1,late,16,224,14,1
v2,162,14,0,late,16,224,14,0
v2,162,14,1,late,16,224,14,0
v1,953,20,0,late,13,265,11,1
v1,953,20,1,late,13,265,11,0
v2,953,20,0,late,13,265,11,0
v2,953,20,1,late,13,265,11,0
v1,360,22,0,late,16,271,14,0
v1,360,22,1,late,16,271,14,0
v2,360,22,0,late,16,271,14,0
v2,360,22,1,late,16,271,14,0
v1,963,23,0,late,11,347,11,0
v1,963,23,1,late,11,347,11,0
v2,963,23,0,late,11,347,11,0
v2,963,23,1,late,11,347,11,0
v1,803,22,0,late,13,305,12,0
v1,803,22,1,late,13,305,12,0
v2,803,22,0,late,13,305,12,0
v2,803,22,1,late,13,305,12,0
v1,190,13,0,late,16,215,13,0
v1,190,13,1,late,16,215,13,0
v2,190,13,0,late,16,215,13,0
v2,190,13,1,late,16,215,13,0
v1,760,18,0,late,12,255,10,0
v1,760,18,1,late,12,255,10,0
v2,760,18,0,late,12,255,10,0
v2,760,18,1,late,12,255,10,0
v1,100,16,0,late,16,217,15,0
v1,100,16,1,late,16,217,15,0
v2,100,16,0,late,16,217,15,0
v2,100,16,1,late,16,217,15,0
v1,77,17,0,late,16,265,14,0
v1,77,17,1,late,16,265,14,0
v2,77,17,0,late,16,265,14,0
v2,77,17,1,late,16,265,14,0
v1,680,23,0,late,10,400,10,0
v1,680,23,1,late,10,400,10,0
v2,680,23,0,late,10,400,10,0
v2,680,23,1,late,10,400,10,0
v1,455,13,0,late,16,194,15,0
v1,455,13,1,late,16,194,15,0
v2,455,13,0,late,16,194,15,0
v2,455,13,1,late,16,194,15,0
v1,709,22,0,late,15,254,15,0
v1,709,22,1,late,15,254,15,0
v2,709,22,0,late,15,254,15,0
v2,709,22,1,late,15,254,15,0
v1,834,17,0,late,14,204,14,0
v1,834,17,1,late,14,204,14,0
v2,834,17,0,late,14,204,14,0
v2,834,17,1,late,14,204,14,0
v1,621,24,0,late,11,342,11,0
v1,621,24,1,late,11,342,11,0
v2,621,24,0,late,11,342,11,0
v2,621,24,1,late,11,342,11,0
v1,811,23,0,late,15,246,15,0
v1,811,23,1,late,15,246,15,0
v2,811,23,0,late,15,246,15,0
v2,811,23,1,late,15,246,15,0
v1,679,24,0,late,15,255,15,0
v1,679,24,1,late,15,255,15,0
v2,679,24,0,late,15,255,15,0
v2,679,24,1,late,15,255,15,0
v1,911,21,0,late,13,287,13,0
v1,911,21,1,late,13,287,13,0
v2,911,21,0,late,13,287,13,0
v2,911,21,1,late,13,287,13,0
v1,516,19,0,late,14,279,14,1
v1,516,19,1,late,14,279,14,0
v2,516,19,0,late,14,279,14,0
v2,516,19,1,late,14,279,14,0
v1,201,15,0,late,16,190,15,0
v1,201,15,1,late,16,190,15,0
v2,201,15,0,late,16,190,15,0
v2,201,15,1,late,16,190,15,0
v1,352,12,0,late,16,208,15,0
v1,352,12,1,late,16,208,15,0
v2,352,12,0,late,16,208,15,0
v2,352,12,1,late,16,208,15,0
v1,21,11,0,late,16,157,13,1
v1,21,11,1,late,16,157,13,0
v2,21,11,0,late,16,157,13,0
v2,21,11,1,late,16,157,13,0
v1,570,18,0,late,14,285,12,0
v1,570,18,1,late,14,285,12,0
v2,570,18,0,late,14,285,12,0
v2,570,18,1,late,14,285,12,0
v1,441,17,0,late,16,248,13,0
v1,441,17,1,late,16,248,13,0
v2,441,17,0,late,16,248,13,0
v2,441,17,1,late,16,248,13,0
v1,343,17,0,late,16,240,15,0
v1,343,17,1,late,16,240,15,0
v2,343,17,0,late,16,240,15,0
v2,343,17,1,late,16,240,15,0
v1,747,23,0,late,11,324,11,0
v1,747,23,1,late,11,324,11,0
v2,747,23,0,late,11,324,11,0
v2,747,23,1,late,11,324,11,0
v1,961,20,0,late,15,263,15,0
v1,961,20,1,late,15,263,15,1
v2,961,20,0,late,15,263,15,0
v2,961,20,1,late,15,263,15,0
v1,127,15,0,late,16,239,11,0
v1,127,15,1,late,16,239,11,0
v2,127,15,0,late,16,239,11,0
v2,127,15,1,late,16,239,11,0
v1,382,19,0,late,16,266,15,0
v1,382,19,1,late,16,266,15,0
v2,382,19,0,late,16,266,15,0
v2,382,19,1,late,16,266,15,0
v1,541,17,0,late,15,266,15,0
v1,541,17,1,late,15,266,15,0
v2,541,17,0,late,15,266,15,0
v2,541,17,1,late,15,266,15,0
v1,893,24,0,late,13,295,13,0
v1,893,24,1,late,13,295,13,0
v2,893,24,0,late,13,295,13,0
v2,893,24,1,late,13,295,13,0
v1,738,19,0,late,14,252,14,0
v1,738,19,1,late,14,252,14,1
v2,738,19,0,late,14,252,14,0
v2,738,19,1,late,14,252,14,0
v1,71,15,0,late,16,220,14,1
v1,71,15,1,late,16,220,14,0
v2,71,15,0,late,16,220,14,0
v2,71,15,1,late,16,220,14,0
v1,877,17,0,late,15,214,15,0
v1,877,17,1,late,15,214,15,1
v2,877,17,0,late,15,214,15,0
v2,877,17,1,late,15,214,15,0
v1,143,16,0,late,16,269,15,0
v1,143,16,1,late,16,269,15,0
v2,143,16,0,late,16,269,15,0
v2,143,16,1,late,16,269,15,0
v1,543,18,0,late,11,303,11,0
v1,543,18,1,late,11,303,11,0
v2,543,18,0,late,11,303,11,0
v2,543,18,1,late,11,303,11,0
v1,4,19,0,late,16,216,15,0
v1,4,19,1,late,16,216,15,0
v2,4,19,0,late,16,216,15,0
v2,4,19,1,late,16,216,15,0
v1,768,23,0,late,14,306,14,0
v1,768,23,1,late,14,306,14,0
v2,768,23,0,late,14,306,14,0
v2,768,23,1,late,14,306,14,0
v1,658,18,0,late,12,266,12,0
v1,658,18,1,late,12,266,12,0
v2,658,18,0,late,12,266,12,0
v2,658,18,1,late,12,266,12,0
v1,715,24,0,late,15,305,15,0
v1,715,24,1,late,15,305,15,0
v2,715,24,0,late,15,305,15,0
v2,715,24,1,late,15,305,15,0
v1,766,21,0,late,12,335,10,0
v1,766,21,1,late,12,335,10,0
v2,766,21,0,late,12,335,10,0
v2,766,21,1,late,12,335,10,0
v1,185,7,0,late,16,125,14,1
v1,185,7,1,late,16,125,14,1
v2,185,7,0,late,16,125,14,0
v2,185,7,1,late,16,125,14,0
v1,142,15,0,late,16,242,13,0
v1,142,15,1,late,16,242,13,0
v2,142,15,0,late,16,242,13,0
v2,142,15,1,late,16,242,13,0
v1,52,16,0,late,16,249,15,0
v1,52,16,1,late,16,249,15,0
v2,52,16,0,late,16,249,15,0
v2,52,16,1,late,16,249,15,0
v1,53,17,0,late,16,235,15,0
v1,53,17,1,late,16,235,15,0
v2,53,17,0,late,16,235,15,0
v2,53,17,1,late,16,235,15,0
v1,942,22,0,late,14,255,14,0
v1,942,22,1,late,14,255,14,0
v2,942,22,0,late,14,255,14,0
v2,942,22,1,late,14,255,14,0
v1,845,24,0,late,13,274,13,0
v1,845,24,1,late,13,274,13,0
v2,845,24,0,late,13,274,13,0
v2,845,24,1,late,13,274,13,0
v1,460,16,0,late,16,241,11,0
v1,460,16,1,late,16,241,11,0
v2,460,16,0,late,16,241,11,0
v2,460,16,1,late,16,241,11,0
v1,497,19,0,late,16,279,15,1
v1,497,19,1,late,16,279,15,0
v2,497,19,0,late,16,279,15,0
v2,497,19,1,late,16,279,15,0
v1,344,17,0,late,16,243,14,1
v1,344,17,1,late,16,243,14,0
v2,344,17,0,late,16,243,14,0
v2,344,17,1,late,16,243,14,0
v1,761,22,0,late,13,324,13,0
v1,761,22,1,late,13,324,13,0
v2,761,22,0,late,13,324,13,0
v2,761,22,1,late,13,324,13,0
v1,88,11,0,late,16,190,14,0
v1,88,11,1,late,16,190,14,0
v2,88,11,0,late,16,190,14,0
v2,88,11,1,late,16,190,14,0
v1,981,18,0,late,11,296,8,0
v1,981,18,1,late,11,296,8,0
v2,981,18,0,late,11,296,8,0
v2,981,18,1,late,11,296,8,0
v1,822,18,0,late,14,253,13,0
v1,822,18,1,late,14,253,13,0
v2,822,18,0,late,14,253,13,0
v2,822,18,1,late,14,253,13,0
v1,551,24,0,late,13,307,13,0
v1,551,24,1,late,13,307,13,0
v2,551,24,0,late,13,307,13,0
v2,551,24,1,late,13,307,13,0
v1,782,21,0,late,10,332,9,0
v1,782,21,1,late,10,332,9,0
v2,782,21,0,late,10,332,9,0
v2,782,21,1,late,10,332,9,0
v1,660,24,0,late,14,305,14,0
v1,660,24,1,late,14,305,14,0
v2,660,24,0,late,14,305,14,0
v2,660,24,1,late,14,305,14,0
v1,478,19,0,late,16,278,15,0
v1,478,19,1,late,16,278,15,1
v2,478,19,0,late,16,278,15,0
v2,478,19,1,late,16,278,15,0
v1,921,19,0,late,11,298,10,0
v1,921,19,1,late,11,298,10,0
v2,921,19,0,late,11,298,10,0
v2,921,19,1,late,11,298,10,0
v1,908,22,0,late,10,315,10,0
v1,908,22,1,late,10,315,10,0
v2,908,22,0,late,10,315,10,0
v2,908,22,1,late,10,315,10,0
v1,786,18,0,late,14,209,14,0
v1,786,18,1,late,14,209,14,1
v2,786,18,0,late,14,209,14,0
v2,786,18,1,late,14,209,14,0
v1,605,22,0,late,13,309,13,0
v1,605,22,1,late,13,309,13,0
v2,605,22,0,late,13,309,13,0
v2,605,22,1,late,13,309,13,0
v1,689,18,0,late,13,298,12,0
v1,689,18,1,late,13,298,12,0
v2,689,18,0,late,13,298,12,0
v2,689,18,1,late,13,298,12,0
v1,749,24,0,late,13,325,13,0
v1,749,24,1,late,13,325,13,0
v2,749,24,0,late,13,325,13,0
v2,749,24,1,late,13,325,13,0
v1,711,22,0,late,11,285,11,0
v1,711,22,1,late,11,285,11,0
v2,711,22,0,late,11,285,11,0
v2,711,22,1,late,11,285,11,0
v1,205,11,0,late,16,178,14,0
v1,205,11,1,late,16,178,14,0
v2,205,11,0,late,16,178,14,0
v2,205,11,1,late,16,178,14,0
v1,745,21,0,late,15,237,15,0
v1,745,21,1,late,15,237,15,0
v2,745,21,0,late,15,237,15,0
v2,745,21,1,late,15,237,15,0
v1,571,23,0,late,15,306,15,0
v1,571,23,1,late,15,306,15,0
v2,571,23,0,late,15,306,15,0
v2,571,23,1,late,15,306,15,0
v1,200,13,0,late,16,199,12,0
v1,200,13,1,late,16,199,12,0
v2,200,13,0,late,16,199,12,0
v2,200,13,1,late,16,199,12,0
v1,331,15,0,late,16,268,14,0
v1,331,15,1,late,16,268,14,0
v2,331,15,0,late,16,268,14,0
v2,331,15,1,late,16,268,14,0
v1,891,22,0,late,11,308,10,0
v1,891,22,1,late,11,308,10,0
v2,891,22,0,late,11,308,10,0
v2,891,22,1,late,11,308,10,0
v1,848,23,0,late,10,328,10,1
v1,848,23,1,late,10,328,10,0
v2,848,23,0,late,10,328,10,0
v2,848,23,1,late,10,328,10,0
v1,1013,20,0,late,13,308,13,0
v1,1013,20,1,late,13,308,13,0
v2,1013,20,0,late,13,308,13,0
v2,1013,20,1,late,13,308,13,0
v1,79,12,0,late,16,179,14,0
v1,79,12,1,late,16,179,14,0
v2,79,12,0,late,16,179,14,0
v2,79,12,1,late,16,179,14,0
v1,828,21,0,late,14,268,14,0
v1,828,21,1,late,14,268,14,0
v2,828,21,0,late,14,268,14,0
v2,828,21,1,late,14,268,14,0
v1,610,23,0,late,12,318,12,0
v1,610,23,1,late,12,318,12,1
v2,610,23,0,late,12,318,12,0
v2,610,23,1,late,12,318,12,0
v1,650,21,0,late,10,349,9,0
v1,650,21,1,late,10,349,9,0
v2,650,21,0,late,10,349,9,0
v2,650,21,1,late,10,349,9,0
v1,128,14,0,late,16,193,12,1
v1,128,14,1,late,16,193,12,0
v2,128,14,0,late,16,193,12,0
v2,128,14,1,late,16,193,12,0
v1,613,22,0,late,15,317,15,0
v1,613,22,1,late,15,317,15,0
v2,613,22,0,late,15,317,15,0
v2,613,22,1,late,15,317,15,0
v1,557,22,0,late,13,259,13,0
v1,557,22,1,late,13,259,13,0
v2,557,22,0,late,13,259,13,0
v2,557,22,1,late,13,259,13,0
v1,307,15,0,late,16,249,13,0
v1,307,15,1,late,16,249,13,0
v2,307,15,0,late,16,249,13,0
v2,307,15,1,late,16,249,13,0
v1,383,20,0,late,16,283,15,0
v1,383,20,1,late,16,283,15,1
v2,383,20,0,late,16,283,15,0
v2,383,20,1,late,16,283,15,0
v1,637,17,0,late,15,256,14,0
v1,637,17,1,late,15,256,14,0
v2,637,17,0,late,15,256,14,0
v2,637,17,1,late,15,256,14,0
v1,366,10,0,late,16,158,14,0
v1,366,10,1,late,16,158,14,0
v2,366,10,0,late,16,158,14,0
v2,366,10,1,late,16,158,14,0
v1,89,18,0,late,16,267,15,1
v1,89,18,1,late,16,267,15,0
v2,89,18,0,late,16,267,15,0
v2,89,18,1,late,16,267,15,0
v1,470,14,0,late,16,203,13,0
v1,470,14,1,late,16,203,13,0
